scene,moteur,passe,rang,score,texte_min_1440x900_px,detail_1440x900_px,texte_min_1920x1080_px,texte_min_A4_pt,remplissage_blocs,remplissage_cartes,rapport_cadre,coudes,portes_geometriques,reglages
sequence-bout-en-bout,elk,2,112,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,113,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,85,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,86,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,114,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,115,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,87,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,88,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,41,0.480,5.76,6.28,7.19,3.84,0.437,0.171,1.659,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,42,0.480,5.76,6.28,7.19,3.84,0.437,0.171,1.659,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,17,0.495,5.97,6.51,7.45,3.96,0.438,0.182,1.671,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,18,0.495,5.97,6.51,7.45,3.96,0.438,0.182,1.671,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,43,0.480,5.76,6.28,7.19,3.84,0.437,0.171,1.659,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,44,0.480,5.76,6.28,7.19,3.84,0.437,0.171,1.659,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,19,0.495,5.97,6.51,7.45,3.96,0.438,0.182,1.671,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,20,0.495,5.97,6.51,7.45,3.96,0.438,0.182,1.671,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,116,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,117,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,89,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,90,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,118,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,119,0.456,5.76,6.28,7.19,3.65,0.433,0.162,1.747,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,91,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,92,0.469,5.97,6.51,7.45,3.75,0.435,0.173,1.762,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,45,0.480,5.76,6.28,7.19,3.84,0.437,0.171,1.659,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,46,0.480,5.76,6.28,7.19,3.84,0.437,0.171,1.659,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,21,0.495,5.97,6.51,7.45,3.96,0.438,0.182,1.671,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,22,0.495,5.97,6.51,7.45,3.96,0.438,0.182,1.671,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=3 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
